image_path,breed,label
cattle\Lakhimi\image_259x194_48.jpg,Lakhimi,25
cattle\motu\image_194x259_56.jpg,motu,55
cattle\Ongole\Ongole_53.jpg,Ongole,31
cattle\Kosali\image_168x300_1 (2).jpg,Kosali,22
cattle\Jaffrabadi\Jaffrabadi_9.jpg,Jaffrabadi,14
cattle\Ayrshire\Ayrshire_57.jpg,Ayrshire,2
cattle\Jersey\Jersey_19.jpg,Jersey,15
cattle\Sahiwal\Sahiwal_430.jpg,Sahiwal,40
cattle\Sahiwal\Sahiwal_395.jpg,Sahiwal,40
cattle\Deoni\Deoni_42.jpg,Deoni,7
cattle\gangatari\image_300x168_58.jpg,gangatari,50
cattle\Poda Thirupu\image_194x259_51.jpg,Poda Thirupu,32
cattle\Toda\Toda_39.jpg,Toda,43
cattle\Poda Thirupu\image_169x298_48.jpg,Poda Thirupu,32
cattle\Jersey\Jersey_28.jpg,Jersey,15
cattle\Lakhimi\image_225x225_27.jpg,Lakhimi,25
cattle\Dangi\image_221x228_48.jpg,Dangi,6
cattle\Lakhimi\image_259x194_9 (2).jpg,Lakhimi,25
cattle\motu\image_267x189_5.jpg,motu,55
cattle\Holstein_Friesian\Holstein_Friesian_274.jpg,Holstein_Friesian,13
cattle\Hallikar\Hallikar_40.jpeg,Hallikar,10
cattle\Ayrshire\Ayrshire_41.jpg,Ayrshire,2
cattle\Guernsey\Guernsey_50.jpg,Guernsey,9
cattle\Ayrshire\Ayrshire_205.jpg,Ayrshire,2
cattle\siri\Visually_searched_image (2).jpg,siri,58
cattle\Brown_Swiss\Brown_Swiss_130.jpg,Brown_Swiss,5
cattle\Sahiwal\Sahiwal_292.jpg,Sahiwal,40
cattle\Red kandhari\image_299x168_36.jpg,Red kandhari,37
cattle\Kankrej\Kankrej_19.png,Kankrej,17
cattle\Himachali Pahari\image_225x225_36.jpg,Himachali Pahari,12
cattle\Gir\Gir_158.jpg,Gir,8
cattle\Nagpuri\Nagpuri_20.png,Nagpuri,29
cattle\Mewati\image_225x224_51.jpg,Mewati,27
cattle\Sahiwal\Sahiwal_126.jpg,Sahiwal,40
cattle\kherigarh\image_266x190_2.jpg,kherigarh,53
cattle\Brown_Swiss\Brown_Swiss_152.jpg,Brown_Swiss,5
cattle\gaolao\Ongole_119.png,gaolao,51
cattle\Holstein_Friesian\Holstein_Friesian_13.jpg,Holstein_Friesian,13
cattle\Umblachery\image_168x300_31.jpg,Umblachery,44
cattle\Kankrej\Kankrej_4.JPG,Kankrej,17
cattle\Malnad_gidda\00000105.jpg,Malnad_gidda,26
cattle\Mewati\image_168x300_12.jpg,Mewati,27
cattle\Vechur\00000368.jpeg,Vechur,45
cattle\ghumsari\image_194x259_10.jpg,ghumsari,52
cattle\motu\image_296x170_47.jpg,motu,55
cattle\Punganur\image_168x300_16.jpg,Punganur,34
cattle\Brown_Swiss\Brown_Swiss_200.jpg,Brown_Swiss,5
cattle\bhelai\Screenshot 2025-09-24 182926.png,bhelai,48
cattle\Deoni\Deoni_92.jpg,Deoni,7
cattle\Jaffrabadi\Jaffrabadi_96.jpg,Jaffrabadi,14
cattle\Umblachery\Umblachery_64.jpg,Umblachery,44
cattle\nagori\image_334x151_55.jpg,nagori,56
cattle\malvi\image_225x225_50 (2).jpg,malvi,54
cattle\Jersey\Jersey_16.jpg,Jersey,15
cattle\Brown_Swiss\Brown_Swiss_215.jpg,Brown_Swiss,5
cattle\Malnad_gidda\Screenshot (1141).png,Malnad_gidda,26
cattle\badri\image_300x168_26.jpg,badri,47
cattle\malvi\image_225x225_49 (2).jpg,malvi,54
cattle\Himachali Pahari\image_299x168_47.jpg,Himachali Pahari,12
cattle\Ayrshire\Ayrshire_194.jpg,Ayrshire,2
cattle\Kenkatha\image_168x299_19.jpg,Kenkatha,18
cattle\Shweta Kapila\image_304x166_65.jpg,Shweta Kapila,41
cattle\Ayrshire\Ayrshire_228.jpg,Ayrshire,2
cattle\Red_Dane\Red_Dane_88.jpg,Red_Dane,38
cattle\Lakhimi\image_168x300_48.jpg,Lakhimi,25
cattle\Pulikulam\Pulikulam_36.jpg,Pulikulam,33
cattle\Kosali\Visually_searched_image.jpg,Kosali,22
cattle\Sahiwal\Sahiwal_85.png,Sahiwal,40
cattle\Khillari\Khillari_27.jpg,Khillari,20
cattle\Bargur\Bargur_19.jpg,Bargur,4
cattle\Krishna_Valley\Krishna_Valley_97.jpg,Krishna_Valley,23
cattle\ghumsari\image_168x300_5 (2).jpg,ghumsari,52
cattle\Konkan Kapila\image_275x183_8.jpg,Konkan Kapila,21
cattle\Vechur\00000049.jpg,Vechur,45
cattle\gaolao\0194.jpg,gaolao,51
cattle\gangatari\Screenshot 2025-09-24 191409.png,gangatari,50
cattle\Purnea\image_259x194_15 (4).jpg,Purnea,35
cattle\thutho\image_259x194_38.jpg,thutho,59
cattle\badri\image_222x227_49.jpg,badri,47
cattle\Guernsey\Guernsey_96.jpg,Guernsey,9
cattle\Kenkatha\image_259x194_12 (2).jpg,Kenkatha,18
cattle\Murrah\Murrah_71.jpg,Murrah,28
cattle\Murrah\Murrah_18.jpg,Murrah,28
cattle\Guernsey\Guernsey_42.jpg,Guernsey,9
cattle\Nagpuri\Nagpuri_45.jpg,Nagpuri,29
cattle\Jaffrabadi\Jaffrabadi_73.png,Jaffrabadi,14
cattle\Ongole\Ongole_15.jpg,Ongole,31
cattle\Sahiwal\Sahiwal_183.jpg,Sahiwal,40
cattle\malvi\image_201x251_2.jpg,malvi,54
cattle\Holstein_Friesian\Holstein_Friesian_7.jpg,Holstein_Friesian,13
cattle\Holstein_Friesian\Holstein_Friesian_231.jpg,Holstein_Friesian,13
cattle\Kangayam\Kangayam_59.jpg,Kangayam,16
cattle\Nagpuri\Nagpuri_95.jpg,Nagpuri,29
cattle\bachaur\image_226x223_51.jpg,bachaur,46
cattle\Ongole\Ongole_155.jpg,Ongole,31
cattle\Malnad_gidda\Screenshot (1119).png,Malnad_gidda,26
cattle\Kosali\image_259x194_8.jpg,Kosali,22
cattle\Guernsey\Guernsey_80.jpg,Guernsey,9
cattle\badri\image_300x168_23.jpg,badri,47
cattle\Toda\Toda_31.jpg,Toda,43
cattle\gangatari\image_234x133_65.jpg,gangatari,50
cattle\Red kandhari\image_267x189_7.jpg,Red kandhari,37
cattle\gaolao\0434.jpg,gaolao,51
cattle\Poda Thirupu\image_225x225_45.jpg,Poda Thirupu,32
cattle\Kenkatha\image_259x194_8.jpg,Kenkatha,18
cattle\Brown_Swiss\Brown_Swiss_60.jpg,Brown_Swiss,5
cattle\siri\image_293x172_59.jpg,siri,58
cattle\Red kandhari\image_225x225_53.jpg,Red kandhari,37
cattle\dagri\ezgif-frame-070.jpg,dagri,49
cattle\Murrah\Murrah_141.jpg,Murrah,28
cattle\Jaffrabadi\Jaffrabadi_22.jpg,Jaffrabadi,14
cattle\Red_Sindhi\Red_Sindhi_34.jpg,Red_Sindhi,39
cattle\dagri\image_242x208_57.jpg,dagri,49
cattle\Murrah\Murrah_63.jpg,Murrah,28
cattle\Ayrshire\Ayrshire_107.jpg,Ayrshire,2
cattle\Ayrshire\Ayrshire_17.jpg,Ayrshire,2
cattle\Gir\Gir_248.jpg,Gir,8
cattle\Sahiwal\Sahiwal_188.jpg,Sahiwal,40
cattle\thutho\image_259x194_5.jpg,thutho,59
cattle\Kosali\image_259x194_5 (2).jpg,Kosali,22
cattle\Red kandhari\image_272x185_47.jpg,Red kandhari,37
cattle\motu\image_150x150_64.jpg,motu,55
cattle\Sahiwal\Sahiwal_82.jpg,Sahiwal,40
cattle\Gir\Gir_23.png,Gir,8
cattle\Nari\image_150x335_45.jpg,Nari,30
cattle\Shweta Kapila\image_168x300_31.jpg,Shweta Kapila,41
cattle\Ongole\Ongole_71.png,Ongole,31
cattle\Poda Thirupu\image_299x168_29.jpg,Poda Thirupu,32
cattle\Alambadi\Alambadi_81.png,Alambadi,0
cattle\Bargur\Bargur_10.png,Bargur,4
cattle\Brown_Swiss\Brown_Swiss_210.jpg,Brown_Swiss,5
cattle\Sahiwal\Sahiwal_223.jpg,Sahiwal,40
cattle\Himachali Pahari\image_214x235_59.jpg,Himachali Pahari,12
cattle\motu\image_259x194_13.jpg,motu,55
cattle\Deoni\Deoni_63.png,Deoni,7
cattle\Toda\Toda_118.jpg,Toda,43
cattle\Murrah\Murrah_43.jpg,Murrah,28
cattle\Brown_Swiss\Brown_Swiss_149.jpg,Brown_Swiss,5
cattle\Hariana\Hariana_67.jpg,Hariana,11
cattle\Holstein_Friesian\Holstein_Friesian_37.jpg,Holstein_Friesian,13
cattle\gangatari\39_Nagori_Cow_Royalty-Free_Images_.jpg,gangatari,50
cattle\Murrah\Murrah_96.png,Murrah,28
cattle\nagori\image_169x299_1.jpg,nagori,56
cattle\thutho\image_255x198_26.jpg,thutho,59
cattle\Holstein_Friesian\Holstein_Friesian_252.jpg,Holstein_Friesian,13
cattle\Himachali Pahari\image_259x194_13 (3).jpg,Himachali Pahari,12
cattle\malvi\image_168x300_3.jpg,malvi,54
cattle\Kankrej\Kankrej_12.jpg,Kankrej,17
cattle\Hariana\Hariana_94.png,Hariana,11
cattle\Kosali\image_149x339_1.jpg,Kosali,22
cattle\Nari\image_225x225_57.jpg,Nari,30
cattle\Lakhimi\image_194x259_45.jpg,Lakhimi,25
cattle\bhelai\ezgif-frame-078.jpg,bhelai,48
cattle\Nari\image_238x212_55.jpg,Nari,30
cattle\Ayrshire\Ayrshire_52.jpg,Ayrshire,2
cattle\Guernsey\Guernsey_65.jpg,Guernsey,9
cattle\Kangayam\Kangayam_16.jpg,Kangayam,16
cattle\Pulikulam\Pulikulam_13.jpg,Pulikulam,33
cattle\Punganur\New_Born_PUNGANUR_CALF_In_My_Farm_.jpg,Punganur,34
cattle\Nagpuri\Nagpuri_58.jpg,Nagpuri,29
cattle\Sahiwal\Sahiwal_205.jpg,Sahiwal,40
cattle\Konkan Kapila\image_168x300_6.jpg,Konkan Kapila,21
cattle\Holstein_Friesian\Holstein_Friesian_326.jpg,Holstein_Friesian,13
cattle\gaolao\Gaolao.jpg,gaolao,51
cattle\Sahiwal\Sahiwal_393.jpeg,Sahiwal,40
cattle\badri\image_168x300_14.jpg,badri,47
cattle\Nagpuri\Nagpuri_65.jpg,Nagpuri,29
cattle\Alambadi\Alambadi_17.png,Alambadi,0
cattle\Kankrej\Kankrej_103.jpg,Kankrej,17
cattle\Hallikar\Hallikar_20.png,Hallikar,10
cattle\Krishna_Valley\Krishna_Valley_109.jpg,Krishna_Valley,23
cattle\Red kandhari\image_275x183_46.jpg,Red kandhari,37
cattle\badri\Badri_Cow_Long_Horns_Tethered_By_Stock_ (2).jpg,badri,47
cattle\Red_Dane\Red_Dane_119.jpg,Red_Dane,38
cattle\Shweta Kapila\image_266x190_24.jpg,Shweta Kapila,41
cattle\Kangayam\image_174x290_36.jpg,Kangayam,16
cattle\Mewati\image_194x259_27.jpg,Mewati,27
cattle\Punganur\image_194x259_50.jpg,Punganur,34
cattle\Gir\Gir_281.jpg,Gir,8
cattle\Sahiwal\Sahiwal_37.jpg,Sahiwal,40
cattle\Kangayam\image_201x251_32.jpg,Kangayam,16
cattle\ghumsari\image_194x259_46.jpg,ghumsari,52
cattle\ghumsari\image_157x320_1.jpg,ghumsari,52
cattle\Dangi\image_259x194_12.jpg,Dangi,6
cattle\bhelai\ezgif-frame-073.jpg,bhelai,48
cattle\Ladakhi\image_300x168_4.jpg,Ladakhi,24
cattle\badri\image_167x301_16.jpg,badri,47
cattle\Dangi\image_225x225_35.jpg,Dangi,6
cattle\Hallikar\Hallikar_131.jpg,Hallikar,10
cattle\Rathi\00000396.jpg,Rathi,36
cattle\Purnea\image_259x194_13 (5).jpg,Purnea,35
cattle\Lakhimi\image_194x259_29.jpg,Lakhimi,25
cattle\thutho\image_275x183_62.jpg,thutho,59
cattle\Sahiwal\Sahiwal_32.jpg,Sahiwal,40
cattle\Sahiwal\Sahiwal_134.jpeg,Sahiwal,40
cattle\Jersey\Jersey_151.jpg,Jersey,15
cattle\Khillari\Khillari_63.png,Khillari,20
cattle\Purnea\image_259x194_47.jpg,Purnea,35
cattle\motu\image_259x194_6.jpg,motu,55
cattle\Sahiwal\Sahiwal_6.JPG,Sahiwal,40
cattle\Umblachery\Umblachery_17.png,Umblachery,44
cattle\Nari\image_259x194_37.jpg,Nari,30
cattle\Krishna_Valley\Krishna_Valley_100.jpg,Krishna_Valley,23
cattle\Ongole\Ongole_93.png,Ongole,31
cattle\Hariana\Hariana_5.jpg,Hariana,11
cattle\gaolao\0294.jpg,gaolao,51
cattle\ghumsari\image_169x299_2.jpg,ghumsari,52
cattle\Lakhimi\image_168x300_1.jpg,Lakhimi,25
cattle\ghumsari\image_168x299_16.jpg,ghumsari,52
cattle\Punganur\image_176x176_55.jpg,Punganur,34
cattle\Red_Sindhi\Red_Sindhi_36.jpg,Red_Sindhi,39
cattle\Mewati\image_257x196_7.jpg,Mewati,27
cattle\Shweta Kapila\image_225x225_47.jpg,Shweta Kapila,41
cattle\Mewati\Visually_searched_image (4).jpg,Mewati,27
cattle\Vechur\00000372.jpg,Vechur,45
cattle\gangatari\Gangatiri_cows_produce_more_milk_making_.jpg,gangatari,50
cattle\gaolao\IMPORTANT_BREEDS_OF_CATTLE.jpg,gaolao,51
cattle\Nari\image_214x235_32.jpg,Nari,30
cattle\thutho\image_194x259_54.jpg,thutho,59
cattle\Jaffrabadi\Jaffrabadi_39.png,Jaffrabadi,14
cattle\Red_Sindhi\Red_Sindhi_142.png,Red_Sindhi,39
cattle\Sahiwal\Sahiwal_215.jpg,Sahiwal,40
cattle\Toda\Toda_56.jpg,Toda,43
cattle\nagori\image_168x300_14.jpg,nagori,56
cattle\Ayrshire\Ayrshire_219.jpg,Ayrshire,2
cattle\Amritmahal\image_225x225_44.jpg,Amritmahal,1
cattle\Ladakhi\image_195x259_49.jpg,Ladakhi,24
cattle\dagri\image_225x225_17.jpg,dagri,49
cattle\kherigarh\image_259x194_5.jpg,kherigarh,53
cattle\Banni\00000049.jpg,Banni,3
cattle\Mewati\image_168x300_14.jpg,Mewati,27
cattle\Red kandhari\image_275x183_14 (3).jpg,Red kandhari,37
cattle\Holstein_Friesian\Holstein_Friesian_314.jpg,Holstein_Friesian,13
cattle\Lakhimi\image_200x142_57.jpg,Lakhimi,25
cattle\Dangi\00000122.jpg,Dangi,6
cattle\Sahiwal\Sahiwal_133.jpg,Sahiwal,40
cattle\bhelai\ezgif-frame-006.jpg,bhelai,48
cattle\Umblachery\Umblachery_16.png,Umblachery,44
cattle\Kangayam\image_201x251_38.jpg,Kangayam,16
cattle\Holstein_Friesian\Holstein_Friesian_203.jpg,Holstein_Friesian,13
cattle\Jersey\Jersey_101.jpg,Jersey,15
cattle\Hariana\Hariana_83.jpg,Hariana,11
cattle\Poda Thirupu\image_288x175_54.jpg,Poda Thirupu,32
cattle\Purnea\image_257x196_37.jpg,Purnea,35
cattle\malvi\image_162x311_60.jpg,malvi,54
cattle\Kenkatha\image_194x259_41.jpg,Kenkatha,18
cattle\Brown_Swiss\Brown_Swiss_212.jpg,Brown_Swiss,5
cattle\Toda\Toda_92.jpg,Toda,43
cattle\Konkan Kapila\image_200x200_1.jpg,Konkan Kapila,21
cattle\Jersey\Jersey_132.jpg,Jersey,15
cattle\Alambadi\Alambadi_7.png,Alambadi,0
cattle\Nari\image_220x229_33.jpg,Nari,30
cattle\motu\image_299x168_39.jpg,motu,55
cattle\Tharparkar\Tharparkar_40.jpg,Tharparkar,42
cattle\Kosali\image_259x194_4 (2).jpg,Kosali,22
cattle\Red_Sindhi\Red_Sindhi_136.png,Red_Sindhi,39
cattle\Jersey\Jersey_165.jpg,Jersey,15
cattle\Red_Sindhi\Red_Sindhi_155.png,Red_Sindhi,39
cattle\Purnea\image_275x183_51.jpg,Purnea,35
cattle\Kangayam\Kangayam_1.JPG,Kangayam,16
cattle\badri\Native_Cow_Breeds_ (2).jpg,badri,47
cattle\Rathi\Screenshot (948).png,Rathi,36
cattle\Ayrshire\Ayrshire_195.jpg,Ayrshire,2
cattle\Dangi\image_275x183_50.jpg,Dangi,6
cattle\Red_Sindhi\Red_Sindhi_133.png,Red_Sindhi,39
cattle\Kangayam\image_259x194_51.jpg,Kangayam,16
cattle\Dangi\00000176.jpg,Dangi,6
cattle\Himachali Pahari\image_337x150_1.jpg,Himachali Pahari,12
cattle\Kosali\image_168x300_1.jpg,Kosali,22
cattle\Sahiwal\Sahiwal_68.jpg,Sahiwal,40
cattle\Kenkatha\image_259x194_19.jpg,Kenkatha,18
cattle\Jaffrabadi\Jaffrabadi_20.png,Jaffrabadi,14
cattle\Khariar\image_259x194_22.jpg,Khariar,19
cattle\gaolao\0039.jpg,gaolao,51
cattle\Krishna_Valley\Krishna_Valley_38.jpg,Krishna_Valley,23
cattle\Purnea\image_259x194_10 (5).jpg,Purnea,35
cattle\Himachali Pahari\image_259x194_19 (2).jpg,Himachali Pahari,12
cattle\Purnea\image_300x168_49 (2).jpg,Purnea,35
cattle\Toda\Toda_34.jpg,Toda,43
cattle\Murrah\Murrah_92.png,Murrah,28
cattle\Nagpuri\Nagpuri_87.jpg,Nagpuri,29
cattle\gaolao\0284.jpg,gaolao,51
cattle\Kankrej\Kankrej_27.png,Kankrej,17
cattle\Purnea\image_259x194_19 (3).jpg,Purnea,35
cattle\Brown_Swiss\Brown_Swiss_39.jpg,Brown_Swiss,5
cattle\malvi\Visually_searched_image (2).jpg,malvi,54
cattle\Poda Thirupu\image_299x168_31.jpg,Poda Thirupu,32
cattle\Gir\Gir_53.jpg,Gir,8
cattle\Hallikar\Hallikar_177.jpg,Hallikar,10
cattle\Rathi\Screenshot (975).png,Rathi,36
cattle\badri\image_300x168_25.jpg,badri,47
cattle\Holstein_Friesian\Holstein_Friesian_120.jpg,Holstein_Friesian,13
cattle\Murrah\Murrah_48.jpg,Murrah,28
cattle\Hariana\Hariana_43.png,Hariana,11
cattle\Jaffrabadi\Jaffrabadi_42.png,Jaffrabadi,14
cattle\Kankrej\Kankrej_66.png,Kankrej,17
cattle\Ladakhi\image_240x180_14.jpg,Ladakhi,24
cattle\siri\image_141x120_64.jpg,siri,58
cattle\Guernsey\Guernsey_119.jpg,Guernsey,9
cattle\Vechur\00000067.jpg,Vechur,45
cattle\malvi\image_222x227_51.jpg,malvi,54
cattle\Jaffrabadi\Jaffrabadi_16.png,Jaffrabadi,14
cattle\ghumsari\image_180x137_54.jpg,ghumsari,52
cattle\Kankrej\Kankrej_153.jpg,Kankrej,17
cattle\Gir\Gir_26.jpg,Gir,8
cattle\Mewati\image_211x239_47.jpg,Mewati,27
cattle\Khillari\Khillari_12.jpg,Khillari,20
cattle\bachaur\image_251x201_2.jpg,bachaur,46
cattle\Khillari\Khillari_95.jpg,Khillari,20
cattle\gaolao\0394.jpg,gaolao,51
cattle\bachaur\image_259x194_42.jpg,bachaur,46
cattle\Guernsey\Guernsey_89.jpg,Guernsey,9
cattle\Tharparkar\Tharparkar_126.jpg,Tharparkar,42
cattle\Hallikar\Hallikar_126.jpg,Hallikar,10
cattle\Purnea\image_277x182_39.jpg,Purnea,35
cattle\Kangayam\Kangayam_44.jpg,Kangayam,16
cattle\Umblachery\image_235x214_55.jpg,Umblachery,44
cattle\Purnea\image_264x191_4.jpg,Purnea,35
cattle\Tharparkar\Tharparkar_86.jpg,Tharparkar,42
cattle\Bargur\image_265x190_50.jpg,Bargur,4
cattle\Jersey\Jersey_4.jpg,Jersey,15
cattle\Gir\Gir_104.jpg,Gir,8
cattle\Ongole\Ongole_35.png,Ongole,31
cattle\Khariar\image_259x194_25.jpg,Khariar,19
cattle\Nagpuri\Nagpuri_147.jpg,Nagpuri,29
cattle\Banni\00000290.jpg,Banni,3
cattle\Jaffrabadi\Jaffrabadi_101.jpg,Jaffrabadi,14
cattle\Krishna_Valley\Krishna_Valley_11.jpg,Krishna_Valley,23
cattle\Ladakhi\image_253x199_4.jpg,Ladakhi,24
cattle\motu\image_259x194_4.jpg,motu,55
cattle\Red kandhari\image_303x166_55.jpg,Red kandhari,37
cattle\bhelai\ezgif-frame-091.jpg,bhelai,48
cattle\gangatari\Screenshot 2025-09-24 191355.png,gangatari,50
cattle\Khillari\Khillari_80.png,Khillari,20
cattle\Murrah\Murrah_77.jpg,Murrah,28
cattle\Holstein_Friesian\Holstein_Friesian_260.jpg,Holstein_Friesian,13
cattle\Red kandhari\image_290x174_31.jpg,Red kandhari,37
cattle\Sahiwal\Sahiwal_214.jpg,Sahiwal,40
cattle\nagori\image_259x194_23.jpg,nagori,56
cattle\thutho\image_259x194_9 (3).jpg,thutho,59
cattle\Purnea\image_281x179_38 (2).jpg,Purnea,35
cattle\Red_Sindhi\Red_Sindhi_150.png,Red_Sindhi,39
cattle\Himachali Pahari\image_278x181_47.jpg,Himachali Pahari,12
cattle\kherigarh\image_274x184_2.jpg,kherigarh,53
cattle\Ayrshire\Ayrshire_100.jpg,Ayrshire,2
cattle\Holstein_Friesian\Holstein_Friesian_103.jpg,Holstein_Friesian,13
cattle\Hariana\Hariana_15.png,Hariana,11
cattle\Shweta Kapila\image_237x212_54.jpg,Shweta Kapila,41
cattle\Malnad_gidda\00000191.jpg,Malnad_gidda,26
cattle\Holstein_Friesian\Holstein_Friesian_150.jpg,Holstein_Friesian,13
cattle\Gir\Gir_184.jpg,Gir,8
cattle\Toda\Toda_68.jpg,Toda,43
cattle\Hallikar\Hallikar_69.png,Hallikar,10
cattle\Guernsey\Guernsey_116.jpg,Guernsey,9
cattle\badri\Badri_Cow_Bulls_With_Long_Horns_ (6).jpg,badri,47
cattle\Mewati\image_261x193_20.jpg,Mewati,27
cattle\Amritmahal\Amritmahal_45.png,Amritmahal,1
cattle\Hallikar\Hallikar_66.png,Hallikar,10
cattle\Purnea\image_259x194_22.jpg,Purnea,35
cattle\Shweta Kapila\image_275x183_50.jpg,Shweta Kapila,41
cattle\Red_Sindhi\Red_Sindhi_99.jpg,Red_Sindhi,39
cattle\Nagpuri\Nagpuri_44.png,Nagpuri,29
cattle\Dangi\Screenshot (352).png,Dangi,6
cattle\Ayrshire\Ayrshire_164.jpg,Ayrshire,2
cattle\Purnea\image_255x197_24.jpg,Purnea,35
cattle\Nagpuri\Nagpuri_183.jpg,Nagpuri,29
cattle\Holstein_Friesian\Holstein_Friesian_29.jpg,Holstein_Friesian,13
cattle\Holstein_Friesian\Holstein_Friesian_92.jpg,Holstein_Friesian,13
cattle\Hallikar\Hallikar_22.jpg,Hallikar,10
cattle\gangatari\UP-_ (3).jpg,gangatari,50
cattle\Ayrshire\Ayrshire_151.jpg,Ayrshire,2
cattle\Krishna_Valley\Krishna_Valley_131.jpg,Krishna_Valley,23
cattle\Khariar\image_275x183_9.jpg,Khariar,19
cattle\Lakhimi\image_225x225_29.jpg,Lakhimi,25
cattle\Kenkatha\image_169x299_11.jpg,Kenkatha,18
cattle\Toda\Toda_67.jpg,Toda,43
cattle\Holstein_Friesian\Holstein_Friesian_154.jpg,Holstein_Friesian,13
cattle\Khariar\image_299x168_11.jpg,Khariar,19
cattle\Sahiwal\Sahiwal_1.JPG,Sahiwal,40
cattle\Khariar\image_259x194_18.jpg,Khariar,19
cattle\Himachali Pahari\image_300x168_36.jpg,Himachali Pahari,12
cattle\Himachali Pahari\image_225x225_37.jpg,Himachali Pahari,12
cattle\Sahiwal\Sahiwal_114.jpg,Sahiwal,40
cattle\thutho\image_275x183_44.jpg,thutho,59
cattle\Shweta Kapila\image_259x194_38.jpg,Shweta Kapila,41
cattle\Krishna_Valley\Krishna_Valley_68.jpg,Krishna_Valley,23
cattle\Sahiwal\Sahiwal_144.png,Sahiwal,40
cattle\Bargur\image_297x170_56.jpg,Bargur,4
cattle\Krishna_Valley\Krishna_Valley_28.jpg,Krishna_Valley,23
cattle\Ayrshire\Ayrshire_22.jpg,Ayrshire,2
cattle\Tharparkar\Tharparkar_151.png,Tharparkar,42
cattle\bachaur\image_297x170_2.jpg,bachaur,46
cattle\Vechur\00000325.jpg,Vechur,45
cattle\Khariar\image_259x194_8 (2).jpg,Khariar,19
cattle\malvi\image_300x168_59.jpg,malvi,54
cattle\Krishna_Valley\Krishna_Valley_35.jpg,Krishna_Valley,23
cattle\Red kandhari\image_259x194_51 (2).jpg,Red kandhari,37
cattle\Hallikar\Hallikar_59.jpg,Hallikar,10
cattle\bachaur\image_323x156_71.jpg,bachaur,46
cattle\Brown_Swiss\Brown_Swiss_114.jpg,Brown_Swiss,5
cattle\Kenkatha\image_259x194_16 (3).jpg,Kenkatha,18
cattle\nagori\image_205x277_33.jpg,nagori,56
cattle\Rathi\00000394.jpg,Rathi,36
cattle\Tharparkar\Tharparkar_129.jpg,Tharparkar,42
cattle\bachaur\image_279x181_1.jpg,bachaur,46
cattle\Holstein_Friesian\Holstein_Friesian_192.jpg,Holstein_Friesian,13
cattle\Kangayam\Kangayam_23.jpg,Kangayam,16
cattle\Nagpuri\Nagpuri_166.png,Nagpuri,29
cattle\Bargur\image_167x301_61.jpg,Bargur,4
cattle\nagori\image_245x206_43.jpg,nagori,56
cattle\Vechur\Screenshot (259).png,Vechur,45
cattle\dagri\image_194x259_58.jpg,dagri,49
cattle\nagori\image_225x225_40 (2).jpg,nagori,56
cattle\Khillari\Khillari_20.jpg,Khillari,20
cattle\Murrah\Murrah_166.jpg,Murrah,28
cattle\Kankrej\Kankrej_13.png,Kankrej,17
cattle\Ladakhi\image_259x195_1.jpg,Ladakhi,24
cattle\Hariana\Hariana_3.JPG,Hariana,11
cattle\Brown_Swiss\Brown_Swiss_4.jpg,Brown_Swiss,5
cattle\siri\image_300x168_57.jpg,siri,58
cattle\Murrah\Murrah_31.jpeg,Murrah,28
cattle\Toda\Toda_50.jpg,Toda,43
cattle\Holstein_Friesian\Holstein_Friesian_238.jpg,Holstein_Friesian,13
cattle\Sahiwal\Sahiwal_296.jpg,Sahiwal,40
cattle\thutho\image_259x194_15 (2).jpg,thutho,59
cattle\Purnea\image_245x205_55.jpg,Purnea,35
cattle\gaolao\Ongole_78.png,gaolao,51
cattle\Dangi\image_300x168_28.jpg,Dangi,6
cattle\Nagpuri\Nagpuri_182.jpg,Nagpuri,29
cattle\Sahiwal\Sahiwal_135.jpg,Sahiwal,40
cattle\kherigarh\image_241x174_11.jpg,kherigarh,53
cattle\Shweta Kapila\image_224x224_49.jpg,Shweta Kapila,41
cattle\Sahiwal\Sahiwal_187.jpg,Sahiwal,40
cattle\ghumsari\image_168x300_6 (3).jpg,ghumsari,52
cattle\Mewati\image_194x259_26.jpg,Mewati,27
cattle\Gir\Gir_164.jpg,Gir,8
cattle\Kangayam\Kangayam_7.jpg,Kangayam,16
cattle\Ayrshire\Ayrshire_161.jpg,Ayrshire,2
cattle\Gir\Gir_100.jpeg,Gir,8
cattle\Deoni\Deoni_12.jpg,Deoni,7
cattle\Lakhimi\image_168x299_50 (2).jpg,Lakhimi,25
cattle\Nagpuri\Nagpuri_136.jpg,Nagpuri,29
cattle\Nari\image_259x163_54.jpg,Nari,30
cattle\Vechur\00000376.jpg,Vechur,45
cattle\Hariana\Hariana_72.jpg,Hariana,11
cattle\Amritmahal\Amritmahal_50.png,Amritmahal,1
cattle\nagori\image_168x300_11.jpg,nagori,56
cattle\Holstein_Friesian\Holstein_Friesian_261.jpg,Holstein_Friesian,13
cattle\Punganur\Baba_Ramdev_Ashram_buys_Punganur_cow_.jpg,Punganur,34
cattle\Konkan Kapila\image_259x194_11.jpg,Konkan Kapila,21
cattle\siri\image_194x259_36.jpg,siri,58
cattle\motu\image_327x154_54.jpg,motu,55
cattle\Gir\Gir_366.jpg,Gir,8
cattle\Jaffrabadi\Jaffrabadi_28.jpg,Jaffrabadi,14
cattle\dagri\image_259x194_16.jpg,dagri,49
